Performance,Lost/Won,Conversation Segment,Transcript,Comp_Score,Pos_Score,Neg_Score,Neu_Score
low,lost,company product, onboarding process client i think the weeks of work depends on how good your engineering team is on labeling thingssystems engineer sure and most of the time what i see is those engineering folks are actually working with the business and sometimes theres even a demarcation where the the data people handed off to the business or somebody whos within the business who knows under who understands how to label those things and what formulas they need all those types of things so yes i totally agree onboarding process ends client wish we could claim that level of maturity but i dont i dont like i think our engineers are semi removed and have their own brain and world and its not like how the business works so we thats why our teams have been successful kind of being the interpreter and translator but its all doable or i dont dispute yeahaccount executive absolutely systems engineer i think one thing we can touch on too and maybe you can provide more detail on as well when we were working with are when we are working third party vendor for example some people say they i mean i would never position company as our data cleansing this tool by any means onboarding process account executive but one of their success criteria is once hey how can i bridge this gap between data or their insights team to their sales team and one of the success criteria like i want to like generate conversations what did you want to see like whats interesting to you what can we create onboarding process ends account executive well can we go find them make available to you right so one of the use cases was building their corporate sales team the ability to leverage their a score right account propensity score and and how can they search in the field and i wanna see companies and finance who have an api score above    for example who use terror data who havent likelihood to buy right who hasnt been contacted in  days you just things like their salespeople just asking quickly define or say what accounts they want to go after but part of that was even third party vendor right they connected to theres no holes in their data shine a light on where were doing that systems engineer you did the same with removed right they did something similar correctsystems engineer yeah so removed came and spoke at our office and they said that was were one of the hidden things hidden benefits that they didnt actually pay for it but they got for free is basically they had been writing queries and using third party vendor in their case and they were using the sequel that was human written or whatever and had lots of issues but then also show as account executive mentioned everybodys got dirty data right but it allows them to focus on where that is and go and fix it i have another customer that sort of says hey ive got a data set thats interesting i guess kinda like what account executive was just saying lets put it into company quickly see if the business users find it interesting and and if they do thats great then we can also iterate on the data cleanliness but itll quickly show you like you said you know its got a big bar with a skew of unknowns are noles or whatever the the fact is there and then you can go in and actually think its fix it to account executive point the c io actually was in a memarketing and hes like maybe are saying the same thing account executive that he actually said wow this is fantastic i can actually see where my data is bad really really quickly by using this tooclient i do agree like i i would argue i dont know if youre saying it or indirectly saying but i would think potentially the bigger value here is not the answers but to identify the questions i think that like you you basically we service we attempt its not the same but like we have a slack channel industry issues client like anybody in the company is allowed to ask any question and then we our team goes and works on it like we literally get a you know multiple a week and suddenly somebody could say something like well what does this or you know how many of that or whats the trend here and then somebody goes and hopefully build a chart and shares it so i could see where this would open up the curiosity because like now they have to go through us and it gets asked in front of  people and theyre probably resistant to actually ask where like if they have free reign they probably ask a lot more questions yeahsystems engineerclient i really like im more entry not from the charting or results but im more intrigued to like the question ability just just to actually get insight to the questionssystems engineer so so if i get out two things so the the vp of removed were working with right now she said a lot of people have these hunches or wanted to sort of dig into or explore the data and theyre theyre basically you know told not to do that because its gonna take too many resources right thatsclientsystems engineer fine they can actually go in and dig into it another thing is we are actually working with a group of removed hes basically got this queue a request and hes just like you know things have to fall off a cliff becausehello himore resources yeahyour listaccount executivesystems engineerclientsystems engineeryeah and then thirdly we do track what people are asking whether or not it was a valid query for that so people can actually go in in mind that and say you know what that team is actually asking about this kind of data and im actually working with another customer thats doing that what questions on my team actually ask them so we we actually record all of that,0.9991,0.146,0.017,0.836
low,lost,onboarding,client so on one hand im like very curious to like how this can help us innovating get faster to the the hunches and the curiosity and the innovation but on the other hand im pretty intimidated of the work it would take to set up so im not convinced like because of our caveat that all of our data is not in third party vendor data management  functions account executive data isnt third party vendorclient so lets just ballpark it at like  to  percent of our product data which is an ongoing evolution so not even all of the product data then we have like one layer of our third party vendor customer instance is isclient  one layer of our jeera project data data management  functions ends client so like lets say like  percent of our jeera data and lets say like  percent of our third party vendor data and were finishing a project to get our survey nps qualtrics data but other than that its thats our thats where we are in our journey like if you wanted marketing or sales or finance or people operations or deeper newer product stuff like its its not in there like so even if like you gave me a free and you did all the work that hook it up like im only at like a you know certain margin of value to startaccount executive yeah and thats and thats totally fair i mean i think systems engineer and i would be in big trouble if we had to wait until everyones data is ready yeahclientaccount executive yeah we would have any customers but i i totally i totally hear what youre saying i think on the workload part of it right there like market is saying theres some theres some upfront work on the worksheet its not a lot i think the best thing to client and again forgive me if im overstepping here but i have they didnt third party vendor third party vendor for example right,0.9962,0.229,0.069,0.702
low,lost,next steps,account executive if you wanted to actually see what the work that goes into just go to query data that is their events to table small tables to see it we could literally do that on a  minute call right we can connect to it and you could see like what goes into like well im actually already searching this data right data management  functions ends account executive thats thats an option its it is free we usually go for about two weeks is our you know proof of concept is what we call it but i think its we can stay here until or you know read the phase and say its not a lot of work or its its quick its quick please see ityeah and its likeno workclientaccount executiveclientyes well i use certain words earlier like its just its its a decision on a commitment and so like when our team removed through august will finally be at a place for like fraud efforts project like this or more doable like two years ago i had like two people so it was like you know getting data in the warehouse standing things up so that was a whole different world now were going to have a luxury entering towards next year or weresystems engineerclient going to be able to do im trying to switch just from like reactive and just getting counts of data to being more descriptive predicted more on the journey towards the end of the year were going to be turning the corner so like the timing is good for us to be exploring at the and youraccount executive  right like never have all dataclient the the ps i get into that like nervous about is the doing data like what people could do with it versus whats perfectly karen remove certain things but thats thats a thats a maturity thing,0.9956,0.196,0.022,0.782
low,lost,pricing, pricing client we kinda just implement from processing governance what whats the talk to me about like the the licensing structure like is it you pay one fee do you mean by questions do you pay by you know you pay by seats like to talk to me about the options thereaccount executive its a good questions we have two different models and wed like to the quantitative approach whatever kind of best fits your business we have a capacity based model where we purchased or you we charge by the number of removed that were connected to inquiry against and third party vendor for example so if you had a low volume data lets say you had lets say you had i dont know removed removed right that we want to query against week you can buy removed removed you have unlimited users and unlimited usage youre just purchasing the volume of removed so thats our capacity model you have a lot of data as you imagine like lets say the facebook of the world right the pay thousands or a lot of companies right theyre not gonna pay per removed removed and we have   just to tables and so we have a consumption model where its unlimited data its still unlimited users but youre purchasing bucket of credits and a credit client is a minute so its all time based you log in to company what systems engineer showing you i could do five different searches five different drill downs in a minute right its a credit so use as much as you want what this allows this model allows you to do client it allows you to start small more itclientaccount executive also allows you to understand usage patterns and to be able to like show this to your the business right you might have by the teen  credits and you hey im starting with product and your sales team check this out grab a table you wanna use us you dont like combust i can try this right you just keep using it and then you can always buy more credits and the more credit you buy obviously the the discount is very similar to third party vendor pricing model right rightclient that makes sense and then what are the the minimum entry points of so like im in my head im thinking we have these two or two newer product offerings and thats a lot where our questions are coming from and if we limit it to like on one hand theyd be very limited amount of removed on the other hand it might be a bunch of people asking questions or maybe you know like vice versa like so what is the entry point for someone like meaccount executive yeah so if you have very limited number of removed right we we typically charge so a removed removed removed removed our our list price is  and prod is removed removed for our list price we typically dont we can start thoughas small as removed removed and so if you had a little little data you buy removed removed right and from there its unlimited usage unlimited usersclient okay and then the consumption models probably starts at different price points thenaccount executive yeah so we typically start our our we typically start at removed so in a in a day client i systems engineer and i dont want to put a barrier to entry for you to to use this of course but typically removed our our list price is removed as kind of our starting package removed unlimited users unlimited data taking notesclientaccount executive more credits see by like i said theres a discount and you can always switch to right if youre like hey we want to use this we have a you know a couple of different tables capacity sounds great we dont need you know consumption not gonna connected account executiveions and our millions of millions of removed of data maybe like you said once you get to that mature point have all these other apps in there and you know stuff like hes fully built out at the   percent jared workloads right  percent of products are all at  percent if you switched to consumption you can do that so yeah so for the theclient the budget i manage and the tools i manage and the where our businesses going like some of these price points there down intimidating and all its more like i see them as bigger theyre big commitments to start so like in it like weve weve tried something out and it worked you know  kids in a totally reasonable range you know in a your year one year too but right im kinda pretty steep to like just go experiment like whats the then its like one year agreements too yeahaccount executive does that work yeah its we can do what we do one year agreements you can do three year agreements you know theres certain levers are gonna help you at the end of the day right through the term just need one of them right you do three years i pull every getting better better pricing so yeah its thats all negotiable i will say when you when you do try this i think a lot of people again systems engineer i want to connect to this and like if you want to see this i mean we we like to do this for a couple of weeks we can do that at no charge right pricing ends ,0.9993,0.176,0.021,0.803
low,lost,pricing,account executive if you want to see if you want to use it hey lets come into this say get some feedback and then you can say okay great why dont we start small my a couple of credits so so i think for meclient if i wanted to choose to proceed itll be more towards q q pricing client as an experiment i get this new people started they got   days to ramp and then like october ish we should really be at a capacity thats going to be really good where because im im im i guess im old school like i dont look at these things like well lets try it,0.9633,0.201,0.0,0.799
low,lost,customer base, about company client i looked at like if im going to make a commitment im gonna dedicate a lot of time and make it very like very successful so like my brand at my company is im slow but ive implemented third party vendor ive implemented third party vendoraccount executive niceclient  to  percent of the company uses our products on a monthly basis about company ends client okay and with bi i got you know  like between the two its that high and we have big fan fair so like i dont i dont just go and its like okay i tell our team if we make an investment were going to get a  x value back and so thats the bar so like thats my while youre getting like a hesitation for me is its more about like slotting like how something like this could be really successful because i dont believe in life experiments giving us a two or three people letting them play like thats not my ball game like mine is like okay this gets opened up to  people and it changes their world and accelerates what they can doaccount executive yeah and and systems engineer and i appreciate that us unless you want to do is get engage into a science science experiment with you just for for thatclient cleaning up on the revenue stuff i had inherited is like they bought like  apps ive got it down like  and literally two or implemented well and ive gotta go reemployment like  its just thats a lot of shit show and im so yes and so on the other like my team works like an army like they know they know exactly like in these programs are highly efficient and highly valued so yeah i think for me like like stay in touch with timing let me get these three people started what id want to do it the right point is talk to a similar customer of like what like i hear you guys im semi convinced them like how easy is the setup but heres some of them like when they did it on their own or they work with you guys what it looks like yeah and then the the price points dont scare me for like a one two year type of thing its more like id probably want to do like a you know a little bit of a bake off with our data like a little trial because that shouldnt be too hard customer base client and then i have to go through a security who were in a b to b where im good and bad like we dont have a lot of customers but theyre all theyre all huge financial services companies and theyre theyre more and more in europe so like there our bought right now like youre you cant look at our data like because youre not looking at it in europe and its just like so rolling yeah customer base ends account executiveclient no im good question before pre contract would be like where does this wheres your data centers live like can this be in country like that type of stuff tooaccount executive yeah yeah we can we can cover all that and i and i can definitely connect you with a plenty of customers that can talk about implementation,0.9997,0.342,0.021,0.637
low,lost,next steps, next steps account executive its not a problem we can go through security we can touch base on timing i think one thing i can do also i can kinda youd send over like an example like heres kind of like a if you were to do like a two week sprint once were ready right now lets go into this this is kind of what it looks like from some of our other customers kinda what whats entailed the workloads that goes into it i can share that with you next steps ends client  are you familiar with third party vendor yeahaccount executiveclient i feel like i feel like youd provide a really similar value your main differentiator wouldnt be like because were were really good at documenting like the dictionary search types client so like if people want anything theres find in our next year and then they can go query and look at the time like youre basically i think a very similar service yep the difference you have here is that like its more its closer to natural language so they dont have to go no exists its basically it third party vendors like basically a query engine with you know you i and this is more towards what people are used to with a third party vendor and like you said with being or whatever yep yeahaccount executive  exactly yeah im im very familiar search types ends account executive i think one thing to client that we can also and again it goes back to you saying when you want to do stuff you dont just want to make or tony you want to actually do it and go full full speed ahead and put time and and do it which is great we we do have and we can definitely circle back and agenda client tobar if youaccount executive just want to get even your hands on it with you know team and experience i know youre probably pretty busy too but we do offer that sounds like a free trial that has a demo set in there as well if you just want to play around with it youre more than welcome to do that,0.9947,0.202,0.004,0.794
low,lost,onboarding, onboarding process account executive and then when we actually go through like a two week plc systems engineer and i would be very involved along to other resources having user sessions doing trainings and actually documenting whats the value of company to your business so theres two different stages there but i appreciate the offerclient,0.7184,0.125,0.0,0.875
low,lost,onboarding, data transfer client but im more on the conservative end with the security like if i connected that id be kinda violating our like you knowaccount executive sureclient unless i uploaded like spreadsheets or something that i clean upaccount executive yeah and thats an option in the trial otherwise its just a its a dummy data a dummy data said onboarding process account executive the two week when you work with systems engineer and i will yeah well go through security ahead of time and thats something that i was gonna ask to be as we get closer to october theres anything that we could you know knock out one efforts nda security questionnaire assessment because during the poc see we will beconnected to you know your data in like your environment so we can we can cross that path to see what we need to get done deployment options client so the data centers probably is i sent you both not yes but that would be like an open question how that works like where its hosted yeah go ahead systems engineer yeahaccount executivesystems engineer we we have customers were big in europe right now i know we have some of our ts cloud or company cloud instances in europe ill just have to find out exactly which country like find thataccount executiveyeah everything like a ws your customers its hosted in on their own soilso where do you findout the exact locationclientaccount executiveclientand then that was the premise answering though right like if we subscribe to your cloud version and youre hosting that thats you said anywhereaccount executive well find out the exact locations but were hosted in a ws we have multiple different you know intensive itd be us and were actually like for europe to your point right a lot of data in europe needs to be hosted in europe right so we can find out the exact countries and where theyre at and send that to youclient all right and then wed wed be in the ballpark of if we like experimented right now were in like the removed removed just in our product events,0.9945,0.164,0.027,0.809
low,lost,pricing, pricing client and so they projected next year lets lets just ballpark likeclient like probably closer to a removed then i guess in that early next assuming we keep growing right thats like  of curve i think just ballpark in removed of for conversation nuts would just be just product data pricing ends account executive  product okay okay yeah thats goodclient you know we might tables because like theres a lot of things people we dont need to do in the beginning with that gives us like a little bit of a frameaccount executive yep okay thats good to know and thats something too i think we can evaluate as we get closer as well pricing account executive its like hey what do we want to connected what are those volumes i think that kinda depends on the the different pricing models as wellclient yeah so like lets just kinda talk that through us like if were in a removed removed of robin data and then i understood the capacity side i thought i did and then their consumption side like what would be the difference there for like that level of dataaccount executive yep so if you go to account executiveing and as i say it a removed removed keep it easy you paid removed right you connected to a removed removed if you go over a removed removed right now you have one point five you need to buy more capacity right lets say its removed removed for your account executiveing reps use it as much as you want all not a removed removed many users many queries as much usage doesnt matter thats thats where youre paying three or  removed he wanted to go the consumption model in that removed removed it doesnt matter how much data you could have removed removed today removed tomorrow itsstill going to be the same price because youre buying credits right youre purchasing a bucket of creditsclient you could try again what was the credit amountaccount executive that are are starting credit package is removed so thats  minutes and its all user initiated actions its not just the title if i checked my fantasy football team or i left and you know lets take an effort to our company its not being used its if your query and clicking around searching you know pricing ends client  and then spend in the back endaccount executive exactly exactly so that allows you to yep yep and that and that doesnt matter data data is unlimited so that way you dont have to like narrow it down to just product you know if you didnt want to have you know jeera or your third party vendor you know data and third party vendor and have you know some use cases there great pricing client  minutes divided by like lets just ballpark  people potentially trying to bang on it thats theyd haveaccount executive yeahclient thats  i dont im not doing the math and frighteningaccount executive yeah though if you had  users and removed we would probably suggest that we get you in a pack with more credits as yeah i have some averages across allclientokay jumping to like if im successful in your to what what iaccount executive gotcha gotcha gotcha all rightclientyeah me and the entry price points we could figure out like a plc and like a small effort like that we scope it smaller with removed or something that im im less worried about that im more like so if this took off like whats it gonna cost me and like year two or three and thats it seems a little scarier than i mean you could argue then youre getting value i know that side of the equation but im trying toaccount executive and what it what it would cost yeah and again theres theres different things that we can put in play i think as like a growth thats something that we can kind of help map out for you too and again the more credits you buy obviously the better the priceclient yeah it seems reasonable so theyre like  people would basically have  minutes which is like two and a half hours theyre definitely the people on the high end at like    hours that theyre probably be a lot of people like you know account executive yeah itll say this right now too and typically its something like we can discuss more details but for some of our customers to right we have power users we have averages that we can go over but we can actually cap the number of credits that they can be consumed that theyre charged four per month right people that im looking at this theyve used  credits this week or this month themselves if they k thats  removed for this one user to use it so like we can put caps on it where they can still use company after but youre not being charged past lets say its  credits a month right it stops being charged so theres those are things that we can kinda idle to kind of help prevent someone using everything pricing ends client alright so lets stay in touch probably october we can get we can talk through what would really be next steps im not ready today i kinda laid it outaccount executive yeah totally get itclient got me a little more curious i dont think the dashboards are dead but i think that like this gives an alternate you know get people answers in i really think the bigger value is us monitoring like the question,0.9987,0.161,0.025,0.814
low,lost,wrap-up,account executive yep yep i totally hear you ill ill ill ill make sure that ill stay in touch ill send you some you know things pop ups that i think you might think its interesting or you know check this out ill ill keep shoot those over to you and then we can we can touch base you know ready for october and kind of align on next steps and you know what a pmc could look like and we can go from there but my god customer base account executiveclient android this conversation as far as others that client like if its helpful anybody on the product team with the exception of the head of product or the president of the company you know theyll have to come through our team to get this done and then if like the head of product or the president like contact you theyd still loop us in so okay goodaccount executiveclient good to talk to them but ultimately like theyre probably more curious and they get this done we would need the people that manage third party vendor which is our head of data science like were connected arm in arm like they do the data engineering work and then we do the analytics work and so this would be all a collaborative nameaccount executiveclient yeahaccount executive yeah and thats not who i spoke with i spoke with some of the product team i understand because they were looking at it i understand theres an initiative right now to kind of revamp some things in the product looks like mvp face time line and and the july customer base ends account executive so i think when i had reached out that was kinda rather than you know redoing that reporting platform completely its like how can we quickly enhance it right because right now it sounds like everyones very manual and the reporting is very custom like im per client basis and so i think that was whether it was interest there but yeah i think  percent will keep having conversations ill send send you updates this and that and ill document this as we go and that way when we reconnect well have a a good kind of starting point small talk systems engineer real quick so i just found out were in country as well as our ownclient okay yeah thats good those are good those should be sufficient right for all of our continent friends always knew every month soaccount executive yeah awesome hey client good start this yeah happy friday enjoy your weekend wrapup account executive and again well well be in touch here soon but really appreciate your time and look forward to get your hands on companyclient  all right thanks guys take careaccount executive thank you cheers bye thanks systems engineer thanksaccount executivethe endsystems engineer,0.999,0.257,0.045,0.698
low,lost,small talk,we are constantly working to improve the quality of our english transcriptions as is the case throughout the industry its not as accurate as our english transcriptions nipper hey client good morning good evening small talk account executive clientclient good evening sorry i have bandwidth connectivity issues so ill be keeping my video off todayaccount executive  no problem hey guys doing todayclient good where are you where are you calling from account executive account executive  im in city nice man awesome whereabouts out in cityclientaccount executive  cool awesome i was in city last year and im back in the city now im still still still taking a little time to get to clean so im sure im about to eventually these daysclient hey company employee hey account executive yes morningcompany employeeclientaccount executiveclientawesome i manage the name analytics here at what price linevery coolaccount executiveclientaccount executive  good morning client built on it i dont think weve met before so nice to meet you customer base client  no likewise nice to meet you how are youaccount executive i am doing well doing very well i am im the regional director for the northeast for company so so pleasure to joined the calljust jumping in the hello my name is client was not im the director of revenue optimization price line and spent the last  years or so as the director of one of the team small talk account executive  good morning thanks for joining client nice to meet yaclient us to give more context here so all the kpis that you guys see the other ones there client helped us out requirements fromaccount executiveclient the entire business and and client helped me get get the measures and dimensions in place small talk ends client so thats why they play pivotal role in in this call and thats quite the added so they should be able to to help you account executive and like with a bunch of buddies that you had for usaccount executive thats fantastic well thats thats exactly what what were really trying to achieve today i dont know is there anybody else were waiting to join us i know we only have  minutes for todayclient hello i think we are good from price lines it okayaccount executive yeah perfect so if we could would it be possible would you mind just running us through some of those metrics and we have a handful of questions but i think from our side it would be much easier if we kind of get your view and perspective on those metrics and and kind of what youre looking to achieve and that way we can dig into it a little bit everything youve sent us frankly is is something that we can easily achieve within company so we see no issue with that but we do want to kinda better understand the the purpose of that so we can make sure the the data model is really find tune so that its its not just answering kind of the basic questions that allows us to go through and answer all the deeper questions as well,0.9941,0.14,0.02,0.84
low,lost,customer base, agenda client yep guys please let me know if you can see my screen i am sharing or an extentaccount executive yupclient yupclient so what i did is that there is an old sheet and coordinate agenda ends client this might be a little different for you but all the requirements that we got from the business team at r n a v kind have sat and the duplicated it so client and i sat together we did they duplicated those and segregated them into two different sets of request the first request is customer demand so this is mostly since our use case is going ahead but only search in the mvp the wanted to focus on search so we have divided so tend to do request and response all the kpis that we want to measure while searching our club under the sheet so you would see these are the relevant yes and what what other measures measures and dimensions which we would want to incorporate are a part of on on these particular kpis and a part of this cheap so for example if you go ahead if if i do just one example search origin i dont see the point of sale country so for this i would want to figure out what are the numbers of search requests that have been triggered for boy to go to point of sale i might also want to narrow it down by how many passengers there there will be a bit i would want to also see that are these requests coming from genesis added more so means are they coming from tries line or a hotel or client so i want to see whats the source for them and then i can go ahead go on so on and so forth in terms of if i want to see on a particular be august i want to have any other additional met the information about this basic kpi for example if i wanted to see what was the trip duration or did the user make advanced searches so all those other kinds of questions that the short answer so for every kpi you have kind of made it a generic list fit anything and everything should be applicable similarly we bifurcated the rest of the kpis and the address funds which is mostly what is the response we got from the system into it you know in the in return for the request that the customer made so this would let us not only know the health of the system but also what kind of data are the serving our customers so for example for the search query that we need on point of sale i want to now see what was the response so i want to see how many requests for success how many requests what failure so those would be different kinds of things that i would want to measure i would i might want to see if there were any sort of views on the request that they want to for example are they do they have express they use that are applicable to them or were these monthly stop names you can obviously filter them all bases on notice i do it by item that goes tony yeah a lot of at the bottom it does for example again you can sort it by company already considered and respect with you know whether it was a one way i didnt knew that we were doing oil oregon trip that we are doing some specifics like which got ears board on and what would the type of these guys are these lucas got yours are worth the school got yours through judy is that done etcetera what was the fair bases back nice so those are some of the examplesthat we have so we have tried to capture and then you can have to see how you are on the our competitors in order to month on month comparison what you would see different here is also that there are some some rules that we i have like the added last week i guess on friday after i sent out the sheet to you guys because those were some of the things that were missing so i just i just highlighting them here that these are the additional fields that being added industry issues account executive excellent so it looks like theres quite a bit of quite a bit of granularity theres quite a few you know if you start at the top there with the questions and the the kpis theres quite a few different variations that then result from a specific search is that a fair statement yes andclientaccount executive so thats why im just making sure so so part of why we do this is we wanna make sure that you know if its if you have a dashboard tool and you can achieve what were trying to do with the dashboard theres no point in going through this with us right so we we wanna make sure that were were kind of aligning both the data model as well as the value proposition of what we provide so if we look at this the the challenge that youre having today and and correct me if im wrong is your kpis that you have dont allow you to then drill down and and ask kind of those those next three four or five level questions is that fair industry issues ends client yes so right now in my understanding and all client and client would be the right people to correct me if im wrong you is that we can we can drill down but there has to be something that would help us do this so the end user per se they dont go and modify the dashboards that we have currently modern done industry issues client third party vendor its clients team who goes entities new dashboards with every request so whatever the request from the end users we go and we have to create those dashboards and sometimes dynamics visiting then becomes a problem because not all send those are not on fields would be all present an applicable one on our third party vendor dashboard that would be you know that the user can go in and just play around industry issues ends client may i ask just so i understand a little bit better i have to i im not too familiar with your company so so one of the it sounds like one of the advantages is that that youre able to to create something in which the end user has the flexibility to kind of adjust how they want to view the data whereas currently we use third party vendor on our day to day where its a lot more rigid you know we got filters and whatever we set up but like thats you know any changes that end user once and i suppose from myself and my team so i it sounds like with company the advantages youre able to set it up in a way in which the end user can kinda just select almost like a pivot tables click and drag in a sense something like that im sure that simplified like a lot but,0.9993,0.144,0.025,0.831
low,lost,about company,account executive that is a that is a very simplified way to say what we do absolutely but yeah actually i might i might steal that from you because thats a good way to say it the it is essentially like a pivot table but in in such a way that an end user who doesnt understand your data model and doesnt understand kind of the the necessity of what theyre trying to achieve is able to get to the right information very very quickly data drill down account executive so as a as an example if they wanted to search for a nonstops price and last  days right thats thats literally them writing the words nonstop last  days and then the results that would pop up and then from there they could right click and drill down on any of these measures and dimensions and they can make adjustments on the fly so if they wanted to change from name to or some from nonstop two or three stops or from price to cost they could do that right industry issues account executive so its a very simple process for them to make those adjustments versus coming back to you and asking for those adjustments to be made so its its really a paradigm shift right so youre focused on the data model as opposed to focus on making adjustments to the dashboard wrapup client yep thank you thank you very much right explanation account executive absolutely it actually would be good for us to perhaps take  minutes maybe not in todays call but take  minutes and walk you through the product just so you can kind of take that and and look at this industry issues account executive because one thing id be interested in understanding is its kind of you know from your perspective today when a user ask those questions you know how many how many requests are you receiving and how many times are you having to go through and and make those adjustments how many dashboards are resulting from that data management  functions account executive you know what what are those levels of details because perhaps theres some other measures and dimensions you want to add into this or the questions that are more relevant that you want to look at is kind of that first level because it doesnt require that will make dashboards right data management  functions ends account executive it it requires that we kind of think through some aspects of this but at the same time adding and element to the search results and the the model is very very simple so we dont have to make the perfect data model right out of the box okay thats awesome yeahclientaccount executiveclient yeah i mean i would love to see your product in that sense especially the like you said how can we visualize kind of like what what is capable of as wellaccount executive absolutely absolutely how many how many users are you servicing today for this informationclient and the name business seems probably about  people as far as the name directors go client so okayclientclient but id say at least that many and then if you added people on like the kinds of systems integrity side like the lisa now she is of the world id say its probably somewhere around clientyeah probably  i would say by the sounds of itclientand then the and then understanding client his team andyeah team and and leadershiphelloclientclientclientyeah and i guess we are also looking at get giving all the product managers like part of the product team access as this so you can add another  to  folks actually use who would then be looking at all this information pricing client so right under  but somewhere in the range of like  plusaccount executive okay yeah and and thats really where we kind of come in right is is backlog and reduction and scalability so if you have  people in each one requestto minor changes to dashboard and each minor change takes two hours you know all of a sudden youve got to fulltime resources just dedicated to making minor changes to dashboards so pricing ends company employee curious about that right client how does this or you know for anybody really im sorry youre just hop on my youre the first person i can see go on top down client client sorry client somehow you got pushed back a little account executive if im looking at these that these measures and dimensions how does like a request from a user come from you im im kind of i have a vision of my head how it comes but how does what do you get like what what happens in your dayclient  sorry im not sure if i understand like whatcompany employee yeah yeah they just product one of these product owners or partners and they come to you with the question say hey client hey heres the heres what it is i need to know number motto spots stops yesterday in city is it stuff like thatclient oftentimes with search data thats why its kind of divided into two portions if it depends on the individual whos coming so first one is i know that customer demand aspect so theres the two separate api so we have a one api is purely the request side and its kind of like what the cause customer kind of come in and search essentially and whats beneficial i think client and team would benefit and feel free to correct me client but i believe like thats where youll get a lot of benefit trying to understand what the customer demand is where theyre searching what kinds of passengers are being search things of that nature just really understanding our customer itself yeahcompany employee like an email or they call you up or how they do the slack when they asked for the stuff can be any of the aboveclientcompany employee yeah yeah are they supposed to do it a certain way like follow into some kind of have a request it can be any of the above and and you get a lot of requests perdayclient i wouldnt say per day no search searches a little bit more new to to us as well especially what we have in front of us with the the details of what weclient yeah so that so i would say it also to the price some questions that arent ask because theyre not really sure how to get the answer so theres that piece of it yeah so as he just from the name director side we might have a situation where you know we look at one carrier and you know we sell you know say  carriers or something that and one in particular is gonna be a top  carrier was down like  percent last week and youre like thats weird and is it that they werent coming back and search as much as they were the week before is it that they fly to a place that there was a hurricane last week you know theres a bunch of different questions you try to answer it and and ways that you try to figure out those answers so from like a system health perspective it could be that you know maybe the searches were coming back from are capturing them correctly or something or it could be that someone on the systems side of the business whos looking at these things also seems like failure rates increases and theyre trying to figure out like okay like what whats causing that,0.9994,0.14,0.023,0.838
